gene,local_uniprot,local_protein_name,local_ec_number,local_mass_da,local_organism
GA0070618_0213,A0A1C4UCM3,Sulfofructosephosphate aldolase,,30536,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0214,A0A1C4UCV1,Probable membrane transporter protein,,24463,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0215,A0A1C4UCT7,Putative membrane protein,,13735,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0216,A0A1C4UCS7,DUF202 domain-containing protein,,9323,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0217,A0A1C4UCT5,GAF domain-containing protein,,42777,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0218,A0A1C4UCW5,Peptidase family M23,,23313,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0219,A0A1C4UD22,Uncharacterized protein,,6685,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0220,A0A1C4UD31,Uncharacterized protein,,26843,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0221,A0A1C4UD37,"CubicO group peptidase, beta-lactamase class C family",,42431,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0222,A0A1C4UD56,Glyoxalase-like domain-containing protein,,13829,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0223,A0A1C4UD67,Dihydrofolate reductase,,21001,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0225,A0A1C4UD53,Uncharacterized protein,,17386,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0226,A0A1C4UD52,"Transcriptional regulator, contains XRE-family HTH domain",,43003,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0227,A0A1C4UDB0,Uncharacterized protein,,8315,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0228,A0A1C4UDA8,Helix-turn-helix domain-containing protein,,44531,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0229,A0A1C4UDE0,"Protein N-acetyltransferase, RimJ/RimL family",,19537,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0230,A0A1C4UDE4,Uncharacterized protein,,12686,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0232,A0A1C4UDE8,TIGR02611 family protein,,20412,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0233,A0A1C4UDE2,"Streptomyces sporulation and cell division protein, SsgA",,15587,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0234,A0A1C4UDK1,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",,26699,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0235,A0A1C4UDM0,"Transcriptional regulator, AraC family",,32126,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0236,A0A1C4UDJ8,"Transcriptional regulator, BadM/Rrf2 family",,16207,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0237,A0A1C4UDJ2,Uncharacterized protein,,8965,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0238,A0A1C4UDQ1,Ion channel,,20293,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0239,A0A1C4UDR3,Uncharacterized protein,,32891,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0240,A0A1C4UDN5,Uncharacterized protein,,6227,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0241,A0A1C4UDS4,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein,,18485,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0242,A0A1C4UDQ6,"Transcriptional regulator, MarR family",,17210,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0243,A0A1C4UDX4,Tetratricopeptide repeat-containing protein,,70328,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0244,A0A1C4UDT3,histidine kinase (EC 2.7.13.3),2.7.13.3,51663,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0245,A0A1C4UDX7,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (WHTH) domain",,24022,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0246,A0A1C4UE02,Outer membrane lipoprotein-sorting protein,,39696,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0247,A0A1C4UE37,DNA helicase IV,,84891,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0248,A0A1C4UE29,Uncharacterized protein,,14929,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0249,A0A1C4UE58,Glycerophosphoryl diester phosphodiesterase,,74384,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0250,A0A1C4UE55,Uncharacterized protein,,14474,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0251,A0A1C4UE40,Sporulation-control protein,,34994,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0252,A0A1C4UE94,Endoglucanase (EC 3.2.1.4),3.2.1.4,48408,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0253,A0A1C4UEC4,"F420-dependent oxidoreductase, G6PDH family",,35297,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0254,A0A1C4UEC2,"Lysophospholipase, alpha-beta hydrolase superfamily",,32099,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0255,A0A1C4UEB2,Uncharacterized protein,,4098,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0256,A0A1C4UEC1,Caspase domain-containing protein,,31169,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0257,A0A1C5A4Y1,Transposase,,38095,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0258,A0A1C4UEG8,Exonuclease III,,29328,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0259,A0A1C4UEI9,Undecaprenyl-diphosphatase,,54305,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0260,A0A1C4UEI1,YihY family inner membrane protein,,36262,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0261,A0A1C4UEJ4,Diacylglycerol kinase family enzyme,,38135,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0262,A0A1C4UEK9,"Clp amino terminal domain-containing protein, pathogenicity island component",,20670,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0263,A0A1C4UEP0,HTH domain,,8565,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0264,A0A1C4UEQ3,2-polyprenyl-6-methoxyphenol hydroxylase,,53327,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0265,A0A1C4UEQ4,"Transcriptional regulator, TetR family",,22788,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0266,A0A1C4UET1,Beta-xylanase (EC 3.2.1.8),3.2.1.8,71654,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0267,A0A1C4UER4,"Nucleotide-binding universal stress protein, UspA family",,28417,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0268,A0A1C4UEY1,Probable phosphoketolase (EC 4.1.2.-),4.1.2.-,88634,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0269,A0A1C4UEX9,"Nucleotide-binding universal stress protein, UspA family",,29963,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0270,A0A1C4UEZ2,Heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating P-type ATPase,,67093,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0271,A0A1C4UF41,Nitroreductase,,35490,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0272,A0A1C4UF03,Histidine kinase-like ATPase domain-containing protein,,60697,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0273,A0A1C4UF15,"Two component transcriptional regulator, LuxR family",,22766,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0274,A0A1C4UF79,Nitroreductase family,,35462,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0277,A0A1C4UF90,Uncharacterized protein,,73995,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0278,A0A1C4UFC2,Molecular chaperone DnaJ,,13762,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0282,A0A1C4UFC4,"Transcriptional regulator, TetR family",,22889,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0283,A0A1C4UFA9,TIGR03086 family protein,,20898,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0284,A0A1C4UFI8,Alkane 1-monooxygenase,,44316,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0285,A0A1C4UFF8,Predicted nicotinamide N-methyase,,23829,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0286,A0A1C4UFG6,Cytochrome P450,,42498,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0287,A0A1C4UFG2,Alpha/beta hydrolase family protein,,39240,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0288,A0A1C4UFI2,"Two component transcriptional regulator, LuxR family",,23111,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0289,A0A1C4UFM7,Signal transduction histidine kinase,,56010,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0290,A0A1C4UFM6,ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase),6.3.3.3,24587,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0291,A0A1C4UFU2,8-amino-7-oxononanoate synthase (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (8-amino-7-ketopelargonate synthase),2.3.1.47,39759,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0292,A0A1C4UFM8,Biotin synthase (EC 2.8.1.6),2.8.1.6,35800,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0293,A0A1C4UFQ9,Uncharacterized protein,,11168,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0294,A0A1C4UFU0,"Transcriptional regulator, AbiEi antitoxin, Type IV TA system",,35419,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0295,A0A1C4UFS3,Endoglucanase (EC 3.2.1.4),3.2.1.4,101797,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0296,A0A1C4UFX2,Acyl-CoA reductase,,55766,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0297,A0A1C4UG05,VOC domain-containing protein,,14780,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0298,A0A1C4UG34,L-amino acid N-acyltransferase YncA,,37890,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0299,A0A1C4UG07,ACT domain-containing protein,,23956,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0300,A0A1C4UG08,"Predicted kinase, aminoglycoside phosphotransferase (APT) family",,38570,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0301,A0A1C4UG43,Acyl-CoA dehydrogenase,,44566,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0302,A0A1C4UG76,"Transcriptional regulator, LacI family",,37122,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0303,A0A1C4UG45,Beta-glucosidase (EC 3.2.1.21),3.2.1.21,52831,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0304,A0A1C4UG88,Cellobiose ABC transporter membrane protein,,32946,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0305,A0A1C4UG80,Cellobiose ABC transporter membrane protein,,36598,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0306,A0A1C4UG94,Cellobiose-binding protein,,46202,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0307,A0A1C4UGA8,PRiA4b ORF-3-like protein,,20422,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0308,A0A1C4UGC7,"Pyrimidine reductase, riboflavin biosynthesis",,26088,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0309,A0A1C4UGD4,Helicase HerA central domain-containing protein,,63480,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0310,A0A1C4UGL3,Nuclease SbcCD subunit D,,41544,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0311,A0A1C4UGF9,Exonuclease SbcC,,87154,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0312,A0A1C4UGI8,NurA domain-containing protein,,34278,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0313,A0A1C4UGQ5,Spermine/spermidine synthase,,30469,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0314,A0A1C4UGI9,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase,,32663,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0315,A0A1C4UGU0,"Uncharacterized protein, UPF0548 family",,18436,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0316,A0A1C4UGN3,Uncharacterized protein,,8014,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0317,A0A1C4UGX4,DNA ligase (ATP) (EC 6.5.1.1),6.5.1.1,44279,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0318,A0A1C4UGP8,Alpha/beta hydrolase fold,,56250,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0319,A0A1C4UGU1,Predicted N-acetyltransferase YhbS,,16339,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0320,A0A1C4UGX3,Uncharacterized protein,,29040,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0321,A0A1C4UGX1,Ubiquinone/menaquinone biosynthesis C-methylase UbiE,,29548,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0322,A0A1C4UH43,DNA ligase D,,38022,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0323,A0A1C4UH00,Peptide-methionine (R)-S-oxide reductase,,15465,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0324,A0A1C4UH22,Prokaryotic metallothionein,,9250,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0325,A0A1C4UH17,Lamin Tail Domain,,30689,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0326,A0A1C4UH44,ElaA protein,,16370,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0327,A0A1C4UH28,Coproheme decarboxylase (EC 1.3.98.5) (Coproheme III oxidative decarboxylase) (Hydrogen peroxide-dependent heme synthase),1.3.98.5,27023,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0328,A0A1C4UHE3,Coproporphyrinogen III oxidase (EC 1.3.3.15),1.3.3.15,47430,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0329,A0A1C4UH59,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),4.1.1.37,39214,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0330,A0A1C4UHG9,DUF3000 family protein,,19955,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0331,A0A1C4UH97,Uncharacterized protein,,29267,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0332,A0A1C4UHC9,Trypsin-like peptidase domain-containing protein,,37373,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0333,A0A1C4UHE5,Ribonuclease D,,47609,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0334,A0A1C4UHG3,Acetyl-CoA acyltransferase,,41931,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0335,A0A1C4UHH9,3-hydroxyacyl-CoA dehydrogenase,,73261,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0336,A0A1C4UHI2,Flagellar basal body-associated protein FliL,,24259,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0337,A0A1C4UHK5,Flagellar basal body-associated protein FliL,,26929,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0338,A0A1C4UHL4,Glyoxalase-like domain-containing protein,,13911,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0339,A0A1C4UHN5,histidine kinase (EC 2.7.13.3),2.7.13.3,43582,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0340,A0A1C4UHP8,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (WHTH) domain",,23936,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0341,A0A1C4UHN3,Peptidase_C39 like family protein,,45654,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0342,A0A1C4UHP4,"Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat",,46105,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0343,A0A1C4UHR4,Glycosyl transferase,,71777,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0344,A0A1C4UHV1,6-pyruvoyl-tetrahydropterin synthase related domain membrane protein,,71187,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0345,A0A1C4UHV5,Lipoprotein,,41844,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0346,A0A1C4UHW0,GDSL-like Lipase/Acylhydrolase family protein,,36336,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0347,A0A1C4UI03,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),2.2.1.7,68911,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0348,A0A1C4UI18,Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase),2.7.1.170,42431,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0349,A0A1C4UI73,23S rRNA m(5)U-1939 methyltransferase,,44978,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0350,A0A1C4UI23,"Amino acid/polyamine/organocation transporter, APC superfamily",,74720,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0351,A0A1C4UI22,Trk system potassium uptake protein TrkA,,23740,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0352,A0A1C4UI40,Trk system potassium uptake protein TrkA,,24686,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0353,A0A1C4UI66,DUF3159 domain-containing protein,,24392,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0354,A0A1C4UI92,ATP-dependent DNA helicase RecG,,14269,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0355,A0A1C4UIB7,DUF3710 domain-containing protein,,23942,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0356,A0A1C4UIC7,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),3.6.1.23,18246,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0357,A0A1C4UID4,DUF3093 family protein,,18866,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0358,A0A1C4UIB3,EcsC protein family protein,,31380,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0359,A0A1C4UIG7,DUF4193 domain-containing protein,,11040,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0360,A0A1C4UIG9,LytR cell envelope-related transcriptional attenuator,,19058,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0361,A0A1C4UII0,Myo-inositol-1(Or 4)-monophosphatase,,27837,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_0362,A0A1C4UIL2,RNA polymerase sigma factor SigA,,57862,Micromonospora echinospora (Micromonospora purpurea)
